【合租】唐镇 唐丰苑 3室次卧,唐丰苑,b'1200',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NQPW0OnHndrjczP1K3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbkrjnYnHb3TED1PHDvP1bQn1N3nWcLnTDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQnE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmQnW9vPjDkPjTKnTDQnHczrjCQnjTkg1nknjTKnEDkmywhnHEOuBYOuAFWsHE1nWmVmhDdnBdbPH9vnhE1rAPWnjEKnWNzP1nvrjEYP1mvnWDvTHcdnW01PW9YPj0Yrj9QP9DKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHEOuj6BPhcvsHTdnAmVPAmvrid6nHmvsHNLmHRbnWcLmH0LnTDLPWDQuHRBP1K6uAn3rHmk&tid=49d8b6b6-050f-4f69-a166-57a5d227a770
【整租】上海湾流国际社区 江桥新城 湾流江桥店,江桥新城,b'2700',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NzrHbYrHDQP1mzPH73sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THNYnWTYPjTkrjE1njcQTED1PHcOrHEOnHDLPWcdnEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQn97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbdn1ckPHmdP1bkrj9KnTDQnHczrjCQnjTkg1nknjTKnE7Wrjn1ujEQniYLmvwbsHEvuhDVrHcLnBY3rHDknHcLuAEzrHbKnWN1P19OPjmdPHnzPjnzTHcdn103rHEvPHNQP1TvPTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHcYmynLPhF6sHD1m1DVPj0dnBdBrHNksycdmvNduHbYn1b3m97brHD3mycdnAD3rHn3PyFW&tid=24ac76ba-13c1-4752-b950-b5ce5e94398b
【合租】张江 申城佳苑二期A块 3室主卧,申城佳苑二期A块,b'1600',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NQnHc3nWTOn10YnjP3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbkrjnYnHb3TED1PHDQnW9znjb1P1EknkDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQnk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmQnW9vPjDkPjTKnTDQnHczrjCQnjTkg1nknjTKnE7bmW9YuymYnzYvuhF-sHEYmyEVrjNknad-nymQuW6hnHPhPjDKnWNznWbvnHT1PWTYnWNvTHcdnWcOPWDkn1N3rj93nTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTycdrH6WmHNdsHmvPhcVPjuWPBd6PHPbsyRbuWPhPhczmhmdu9D3P1TQrjPhrAcLnj-Wnhnv&tid=b598ca55-666b-46c6-a53d-edf3f6b2bf5f
【合租】周浦 双秀家园(南园) 3室次卧,双秀家园(南园),b'1500',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1Nzn1E1njb1njbvPjI3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEdnWEYPW9OPHcdnWm1TED1PHc1PjnkrHnkrHmYPkDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQPT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbzP1TzPWbznHELPjEKnTDQnHczrjCQnjTkg1nknjTKnE7buWnYPWn1nadhuyD1sHEvuyEVrAcQuBYLP1cLn1wWPyDvPjcKnWN1nWm3njDkPHb1n1TYTHcdn1cvrjTQnjNLP1bzrTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH01m16Wn1NksHKbnynVPjwWuBd6nWmvsHEdrjwhnhE3mywWrTDvuHT1rycQPhmvrHmkPHbL&tid=73c8c350-0d1c-44cf-a266-4584f2d8adc8
【整租】外高桥 学前二村 1室1厅,学前二村,b'2380',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1cvP1mOrH9OP1mdP1-3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THELPj0vPjcznWEOnWnzTED1nWmLPWbOrjbLPWNLrEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQPE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHNLPH01rjTvPjTKnTDQnHczrjCQnjTkg1nknjTKnED1ujIWm1b3midWnW0QsHEQmvEVrH0vmzYQm176mycvPymYP1cKnWEOnHDvn1mvnjm3P1mkTHcYrHDQPWnvPWTdnjnznTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHnkP19kP1ubsymYPyNVPjEvnad6nvm1sy76Pj-Wrj7buyF-Pk7WmWmduHNYnHu6m1PWmhEd&tid=3078076d-f45e-4460-a3f3-aa49c81debe7
【整租】外高桥 凌桥一村 1室1厅,凌桥一村,b'2680',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1cvrjbOPj0LnWDkn163sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THELPj0vPjcznWEOnWnzTED1nWm3rHbYP10znHT1rTDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQP97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHNLPH01rjTvPjTKnTDQnHczrjCQnjTkg1nknjTKnED1nvNOPW6bmzdbPjndsHELrHbVmWmznBYQPvRbmvE3PWNzP1DKnWEOnHDvn1mznHT1rjnzTHcYrHDQPWnvnWT3PWEQP9DKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH6bmvmvP1bvsHF6rAmVPAmvuadBnWRhsyEYPADLm19vrAPWrT7hnvuhnHKWnHbOmym3nyDY&tid=8dcf6796-2a8f-4f6d-b25f-d44a7c868cc8
【合租】周浦 鑫源物业小区 4室次卧,鑫源物业小区,b'1400',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1nHD1nHDYPWNOnHP3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEdnWEYPW9OPHcdnWm1TED1PHnQnHnQnHEvPHbQnkDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQPk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbzP1TzPWbznHELPjEKnTDQnHczrjCQnjTkg1nknjTKnE7BuH9LPAN3uidBmyDYsHEkPvNVrAn1uaYknywWP1RBPHTzPHDKnWN1rj9YnjcLrj01n1DzTHcdn193PjTzP19YP1m3rTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTywWrANzmHbksHDkPjcVPjubPaY3myF-sy76uhcLuHR6mvcvmkDvnWmLmyEOmhD1PWnLnW9Y&tid=dc8e2a90-1042-46d4-8abe-aafb7e5acb6c
【整租】上海冠寓 浦江 上海东城一路店,浦江,b'2500-2650',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1EOrjNkPj9knWcdrH73sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THNkPjn3nHTknHc1rHDLTED1Pjb3PHTYrjTznWNOnEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQrT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPHDzP1n3Pj0QnHELPW9KnTDQnHczrjCQnjTkg1nknjTKnED1uWI-n1PWuBYLnjPbsHEvPHnVrjDvrid-P1EzrHnLP1EQPvcKnWNQnW01rHcknW9YPW93THcdnHcLn1bznjcvP1c3nTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHK-rH-WuAN1sHmdrjmVPjcQmzdBujuhsH0zmHF6P19QnAcYm9DzPAP6n1u6rj0Qny7WuymO&tid=0e99cde3-6586-421c-bd6f-72a2a7810b4b
【整租】松江大学城 山水景苑(公寓) 1室0厅,松江大学城,b'2200',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NzPWELrHEznWn1njP3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbQPjm3PHmvTED1PHcvPj0OPjczn1nknkDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQrE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPHDzn1nvrHDQnHcYPWEKnTDQnHczrjCQnjTkg1nknjTKnEDzPhR6PHNLniYOm1mOsHwWPyNVryD1PidBPjTvrjnOm1RWm1EKnWN1PHDQrj9OrH0knWTkTHcdn1NQnH93rHbdPW9Ln9DKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH9Qmh7-nHEzsHu-rymVPAn3uad6nWwbsHb1uhcdrj76rAP6nTDQn1TQnyF-ujNzmhmknWb3&tid=81bae142-6e9f-4c8d-a24d-93fb581a8ca0
【合租】唐镇 绿波城 5室主卧,绿波城,b'2480',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1EOPW0vPjDLP1nQnjF3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEdnWEYPW9OPHcdnWm1TED1PjbvP1mYnH0Ln1Dkn9DvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDznT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbzP1TzPWbznHELPjEKnTDQnHczrjCQnjTkg1nknjTKnEDYPvD3uANkuBYzuWPhsHELmHbVmhckmBYOnvEYuHRBrHE1nHcKnWNQnHnYPW0knWmLPjT3THcdnHD1PjmLnjcYrjbvrTDKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH9knyELmhn1sHbYm1cVPju-riYOuW-6sH93P1DLrH0LPWTvPkDLrH7-n1F6myw6nhEdPyP-&tid=801d7bc3-94c2-46e9-9f9a-887179776067
